file,line,value,context,classification
code/mountain_flood/core/domain.py,93,0,"cuts,h=self.cells(a[0],a[1],b[0],b[1]);z=a[2]+(b[2]-a[2])*cuts",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,93,1,"cuts,h=self.cells(a[0],a[1],b[0],b[1]);z=a[2]+(b[2]-a[2])*cuts",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,93,2,"cuts,h=self.cells(a[0],a[1],b[0],b[1]);z=a[2]+(b[2]-a[2])*cuts",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,103,100,if rho is None:rho=t['rho']/100,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,109,0,for node in order+[0]:,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,122,1e-09,if e>(1-rho)*t['E']+1e-9:return None,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,127,1,return T*(a*(b-s)/b+c) if s<b else T*c*(1-s)/(1-b),solver/physics/index; inspect context
code/mountain_flood/core/domain.py,38,0,self.units={g:[r[0] for r in tr[8:16] if r[1]==g] for g in self.types},solver/physics/index; inspect context
code/mountain_flood/core/domain.py,42,2,"self.relay=dict(zip(rk,rr[2]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,1,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,2,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,4,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,52,2,medical=r[2]=='医疗物资';first=r[5]=='是',solver/physics/index; inspect context
code/mountain_flood/core/domain.py,52,5,medical=r[2]=='医疗物资';first=r[5]=='是',solver/physics/index; inspect context
code/mountain_flood/core/domain.py,53,1000000000.0,"hard=min(r[7] if medical else 1e9,r[6] if first else 1e9)",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,53,1000000000.0,"hard=min(r[7] if medical else 1e9,r[6] if first else 1e9)",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,58,16,"self.T={g:np.zeros((16,16)) for g in self.types}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,58,16,"self.T={g:np.zeros((16,16)) for g in self.types}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,60,1,"for j in range(i+1,16):",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,62,2,"d=self.geo.inv(a['lon'],a['lat'],b['lon'],b['lat'])[2]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,67,16,for j in range(16):,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,0,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,0,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,2,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,99,1.5,"t=self.types[g]; L=t['L0']-(t['L0']-t['LF'])*(max(q,0)/t['Q'])**1.5",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,100,3600000.0,"return t['E']*self.D[i,j]/L+(t['mass']+q)*self.parameters['gravity_m_s2']*(self.H[i,j]-self.op[i])/(t['eta']*3.6e6)",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,105,1e-09,if w>t['Q']+1e-9 or v>t['V']+1e-9:return None,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,105,1e-09,if w>t['Q']+1e-9 or v>t['V']+1e-9:return None,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,123,1,"return dict(g=g,boxes=list(ids),order=order,w=sum(b['w'] for b in bs),v=v,energy=e,duration=clock,takeoff=takeoff,deliver=deliver,segments=segments,soc=1-e/t['E'])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,127,1,return T*(a*(b-s)/b+c) if s<b else T*c*(1-s)/(1-b),solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,0,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,1,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,2,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,3,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,4,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,0,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,37,2,"self.types={r[0]:dict(zip(keys,r)) for r in tr[2:5]}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,37,5,"self.types={r[0]:dict(zip(keys,r)) for r in tr[2:5]}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,39,1,"for r in tr[19:22]: self.types[r[0]].update(batteries=r[1],charge=r[2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,39,2,"for r in tr[19:22]: self.types[r[0]].update(batteries=r[1],charge=r[2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,0,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,11,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,11,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,2,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,3,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,4,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,5,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,6,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,45,15,"self.comm=dict(frequency_mhz=cr[2][4],system_loss_db=cr[3][4],obstruction_db=cr[4][4],sensitivity_dbm=cr[5][4],fade_margin_db=cr[6][4],gateway_height_m=cr[15][4])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,7,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,8,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,9,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,10,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,11,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,12,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,13,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,46,14,"tx={'transport':(cr[7][4],cr[8][4]),'access':(cr[9][4],cr[10][4]),'backhaul':(cr[11][4],cr[12][4]),'gateway':(cr[13][4],cr[14][4])}",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,53,7,"hard=min(r[7] if medical else 1e9,r[6] if first else 1e9)",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,53,6,"hard=min(r[7] if medical else 1e9,r[6] if first else 1e9)",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,56,0,"self.op=np.array([n['z']+(self.parameters['service_height_m'] if i else 0) for i,n in enumerate(self.nodes)])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,1,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,1,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,85,1,"k=np.arange(math.floor(min(a,b))+1,math.ceil(max(a,b)))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,87,1,"cuts=np.unique(np.clip(cuts,0,1)); mids=(cuts[:-1]+cuts[1:])/2",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,93,2,"cuts,h=self.cells(a[0],a[1],b[0],b[1]);z=a[2]+(b[2]-a[2])*cuts",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,93,2,"cuts,h=self.cells(a[0],a[1],b[0],b[1]);z=a[2]+(b[2]-a[2])*cuts",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,94,1e-08,"return bool(np.any(h>np.minimum(z[:-1],z[1:])+1e-8))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,2,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,2,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,97,32.45,"return threshold-(32.45+20*math.log10(self.comm['frequency_mhz'])+20*math.log10(max(d,1e-6))+self.comm['obstruction_db']*self.blocked(a,b))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,97,20,"return threshold-(32.45+20*math.log10(self.comm['frequency_mhz'])+20*math.log10(max(d,1e-6))+self.comm['obstruction_db']*self.blocked(a,b))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,122,1,if e>(1-rho)*t['E']+1e-9:return None,solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,5,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,2,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,6,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,29,21,"self.nodes=[dict(id=r[0],name=r[1],lon=r[2],lat=r[3],z=r[4],pop=r[5] or 0) for r in [nr[2]]+nr[6:21]]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,38,8,self.units={g:[r[0] for r in tr[8:16] if r[1]==g] for g in self.types},solver/physics/index; inspect context
code/mountain_flood/core/domain.py,38,16,self.units={g:[r[0] for r in tr[8:16] if r[1]==g] for g in self.types},solver/physics/index; inspect context
code/mountain_flood/core/domain.py,38,1,self.units={g:[r[0] for r in tr[8:16] if r[1]==g] for g in self.types},solver/physics/index; inspect context
code/mountain_flood/core/domain.py,39,0,"for r in tr[19:22]: self.types[r[0]].update(batteries=r[1],charge=r[2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,0,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,2,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,3,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,4,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,7,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,8,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,0,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,77,1,"return self.dem[np.clip(np.floor(row).astype(int),0,self.dem.shape[0]-1),np.clip(np.floor(col).astype(int),0,self.dem.shape[1]-1)]",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,87,1,"cuts=np.unique(np.clip(cuts,0,1)); mids=(cuts[:-1]+cuts[1:])/2",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,0,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,1,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,0,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,96,1,"d=math.hypot(self.geo.inv(a[0],a[1],b[0],b[1])[2],b[2]-a[2])/1000",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,97,20,"return threshold-(32.45+20*math.log10(self.comm['frequency_mhz'])+20*math.log10(max(d,1e-6))+self.comm['obstruction_db']*self.blocked(a,b))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,99,0,"t=self.types[g]; L=t['L0']-(t['L0']-t['LF'])*(max(q,0)/t['Q'])**1.5",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,6,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,43,8,"self.relay.update(units=[r[0] for r in rr[6:8]],components=rr[11][1],charge=rr[11][2])",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,1,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,54,6,"self.boxes.append(dict(id=r[0],node=self.idx[r[1]],kind=r[2],w=r[3],v=r[4],first=first,medical=medical,first_deadline=r[6] if first else None,deadline=hard,due=r[7],priority=r[8]))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,97,1e-06,"return threshold-(32.45+20*math.log10(self.comm['frequency_mhz'])+20*math.log10(max(d,1e-6))+self.comm['obstruction_db']*self.blocked(a,b))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,1,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,1,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,94,1,"return bool(np.any(h>np.minimum(z[:-1],z[1:])+1e-8))",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,0,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,1,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,0,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,47,1,"self.comm['thresholds_db']={name:min(tx[a][0]+tx[a][1]+tx[b][1],tx[b][0]+tx[b][1]+tx[a][1])-self.comm['sensitivity_dbm']-self.comm['fade_margin_db']-self.comm['system_loss_db'] for",solver/physics/index; inspect context
code/mountain_flood/core/domain.py,94,1,"return bool(np.any(h>np.minimum(z[:-1],z[1:])+1e-8))",solver/physics/index; inspect context
code/mountain_flood/experiments/audit_public_reference.py,10,0,"sys.path.insert(0, str(_BootstrapPath(__file__).resolve().parents[2]))",path/bootstrap
code/mountain_flood/experiments/audit_public_reference.py,10,2,"sys.path.insert(0, str(_BootstrapPath(__file__).resolve().parents[2]))",path/bootstrap
code/mountain_flood/experiments/energy_sensitivity.py,22,0.0,horizontal = climb = 0.0,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,23,0,prev = 0,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,12,0,"sys.path.insert(0, str(_BootstrapPath(__file__).resolve().parents[2]))",path/bootstrap
code/mountain_flood/experiments/energy_sensitivity.py,33,1e-08,if abs(horizontal + climb - route['energy']) > 1e-8:,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,24,0,for node in list(route['order']) + [0]:,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,35,1,limit = (1 - t['rho'] / 100) * t['E'],historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,12,2,"sys.path.insert(0, str(_BootstrapPath(__file__).resolve().parents[2]))",path/bootstrap
code/mountain_flood/experiments/energy_sensitivity.py,28,3600000.0,"model.H[prev, node] - model.op[prev]) / (t['eta'] * 3.6e6)",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,35,100,limit = (1 - t['rho'] / 100) * t['E'],historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,39,100,"horizontal_increase_percent=100 * ((limit - climb) / horizontal - 1),",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,40,100,"climb_increase_percent=100 * ((limit - horizontal) / climb - 1),",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,41,100,all_energy_increase_percent=100 * (limit / route['energy'] - 1)),historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,63,4,"round(result['tightest']['horizontal_increase_percent'], 4),",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,25,1.5,equivalent_range = t['L0'] - (t['L0'] - t['LF']) * (remaining / t['Q']) ** 1.5,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,39,1,"horizontal_increase_percent=100 * ((limit - climb) / horizontal - 1),",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,40,1,"climb_increase_percent=100 * ((limit - horizontal) / climb - 1),",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,41,1,all_energy_increase_percent=100 * (limit / route['energy'] - 1)),historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,51,1,"for i, route in enumerate(routes, 1)]",historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,58,1e-09,r['horizontal_kwh'] * 1.01 + r['climb_kwh'] > r['limit_kwh'] + 1e-9,historical_experiment
code/mountain_flood/experiments/energy_sensitivity.py,58,1.01,r['horizontal_kwh'] * 1.01 + r['climb_kwh'] > r['limit_kwh'] + 1e-9,historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,89,30,"def run(evaluations=30, wall_seconds=90.0, schedule_seconds=1.2):",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,89,90.0,"def run(evaluations=30, wall_seconds=90.0, schedule_seconds=1.2):",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,89,1.2,"def run(evaluations=30, wall_seconds=90.0, schedule_seconds=1.2):",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,8,0,"sys.path.insert(0, str(_BootstrapPath(__file__).resolve().parents[2]))",path/bootstrap
code/mountain_flood/experiments/formal_q2_protocol.py,95,0.0,"epsilon={""weighted_tardiness"":0.0,""makespan"":warm_metrics[""makespan""]*1.10}",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,95,1.1,"epsilon={""weighted_tardiness"":0.0,""makespan"":warm_metrics[""makespan""]*1.10}",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,96,10,seeds=list(range(10));rows=[];schedule_cache={};starts={};initial_seeds={},historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,192,30,"parser.add_argument(""--evaluations"",type=int,default=30)",historical_experiment
code/mountain_flood/experiments/formal_q2_protocol.py,193,90.0,"parser.add_argument(""--wall-seconds"",type=float,default=90.0)",historical_experiment
